
east:821070.0, north:807840.0, Cheung Chau, 長洲
east:837128.0, north:814374.0, La Vogue Court, 利華閣
east:816685.0, north:826155.0, Villa La Plage, 瑧譽
east:836765.0, north:821634.0, la salle 55, 
east:836872.0, north:821077.0, LA SALLE COLLEGE, 喇沙書院
east:836795.0, north:821417.0, La Salle Court, 喇沙閣
east:817729.0, north:814432.0, CHUNG HAU, 涌口
east:836564.94509, north:819617.94043, CHUNG HAU STREET, 忠孝街
east:844438.0, north:825607.0, Tai Chung Hau, 大涌口
east:817578.0, north:811245.0, SHAP LONG CHUNG HAU, 十塱涌口
east:844805.11742, north:825864.03517, TAI CHUNG HAU ROAD, 大涌口路
east:832099.1071713, north:825128.17185501, MacLehose Restaurant, 麥理浩餐廳
east:817695.64039, north:814305.04486, MUI WO CHUNG HAU STREET, 梅窩涌口街
east:807870.0, north:816740.0, Sha Lo Wan Chung Hau, 沙螺灣涌口
east:821216.0, north:834916.0, SHAN PUI CHUNG HAU TSUEN, 山貝涌口村
east:836087.1, north:818091.8, JOLLY RESTAURANT, 壹食就醉
east:821691.0, north:835024.0, CHUNG HAU YU MAN SAN TSUEN, 涌口漁民新村
east:840957.44215241, north:819405.84510859, Hong Lin Restaurant, 康年餐廳
east:836680.0, north:815409.1, MAMADAY RESTAURANT & BAR, 嘛嘛地
east:812256.0, north:816634.0, Ching Chung Hau Po Woon Primary School, 青松侯寶垣小學
east:835843.34361964, north:815439.86864013, Our City Love Restaurants, 友善香港好餐廳
east:835462.3, north:819727.8, UPPER BAR AND RESTAURANT, UPPER BAR AND RESTAURANT
east:845600.0, north:819816.0, Hang Hau, 坑口
east:838111.0, north:830426.0, Hang Hau, 坑口
east:843221.0, north:823853.0, SHUI HAU, 水口
east:809321.0, north:809230.0, SHUI HAU, 水口
east:837811.0, north:815929.0, Tin Hau, 天后
east:815221.0, north:827079.0, CHING CHUNG HAU PO WOON SECONDARY SCHOOL, 青松侯寶垣中學
east:854280.0, north:832290.0, Chek Keng Hau, 赤徑口
east:845725.0, north:827903.0, Fu Tei Hau, 虎地口
east:836216.0, north:825096.0, HA KENG HAU, 下徑口
east:845744.0, north:819519.0, Hang Hau Garden, 坑口花園
east:845901.87176, north:820037.23436, HANG HAU ROAD, 坑口道
east:816126.0, north:835981.0, HANG HAU TSUEN, 坑口村
east:845541.0, north:820246.0, Hang Hau Village, 坑口村
east:835151.29587, north:819161.705460001, HAU CHEUNG STREET, 巧翔街
east:835969.03383, north:817843.30817, HAU FOOK STREET, 厚福街
east:835555.1307, north:815101.25742, HAU FUNG LANE, 厚豐里
east:808760.0, north:816900.0, Hau Hok Wan, 鱟殼灣
east:836570.90625, north:819358.289070001, HAU MAN STREET, 孝民街
east:836443.61102, north:815068.751669999, HAU TAK LANE, 厚德里
east:829973.24361, north:825736.34168, HAU TEI SQUARE, 鱟地坊
east:851310.0, north:833270.0, Hau Tong Kai, 猴塘溪
east:854450.0, north:837930.0, Hau Tsz Kok, 孝子角
east:831163.0, north:816001.0, Hau Wo Court, 厚威閣
east:831174.46734, north:815995.05692, HAU WO STREET, 厚和街
east:837491.28125, north:821194.5625, HAU WONG ROAD, 侯王道
east:810954.0, north:815727.0, Hau Wong Temple, 侯王宮
east:837361.0, north:821516.0, Hau Wong Temple, 侯王古廟
east:838453.1125, north:816116.1688, HAU YUEN PATH, 校園徑
east:853900.0, north:813550.0, Hoi Tam Hau, 海膽口
east:806370.0, north:809240.0, Hung Hau Temple, 洪侯古廟
east:836103.90283, north:825030.5318, KENG HAU LANE, 徑口里
east:835493.17365, north:825041.96191, KENG HAU ROAD, 徑口路
east:853060.0, north:833150.0, Ko Tong Hau, 高塘口
east:830914.5555, north:824884.24896, KWAI HAU STREET, 葵孝街
east:832424.0, north:825478.0, STARRY HEIGHTS, 星榆琚
east:835524.6, north:819771.9, STARRY INN, 星星酒店
east:835947.0, north:817299.0, The Starry Gallery, 星光影廊
east:830071.13726461, north:825041.58303392, Delight kitchen, Delight kitchen
east:835371.8660269, north:820074.07194178, Dignity Kitchen, 廚尊
east:814990.05186749, north:828552.90902079, Fantastic Kitchen, 良膳廚坊
east:837905.03691742, north:828656.51702396, hc:Kitchen, hc:Kitchen
east:844579.5279352, north:826400.92991499, HEALTH KITCHEN, HEALTH KITCHEN
east:840749.33039959, north:819443.16787632, Joyous Kitchen, 樂廚坊
east:837191.1, north:815607.0, KITCHEN HIDDEN, 秀殿
east:829040.34111789, north:826208.76313569, Sharing Kitchen, 共廚家作
east:836023.82013329, north:818186.30481699, GEORGE PRIVATE KITCHEN, 冲菜
east:836019.39512561, north:818186.87754658, GEORGE PRIVATE KITCHEN, 冲菜
east:836783.2, north:815665.6, VAN GOGH KITCHEN, 凡高廚房
east:837782.02107501, north:828996.60208339, Hong Kong Kitchen (Fo Tan), 銀杏館 (香港廚房 - 到會服務)
east:835362.73536165, north:821995.05390239, TWGHS CHAN UN CHAN THIRD AGE VOLUNTEERS CENTRE CUM COMMUNITY KITCHEN, 東華三院陳婉珍第三齡義工中心暨膳深軒
east:835759.8, north:821375.6, HONG KONG YOUNG WOMEN'S CHRISTIAN ASSOCIATION, 香港基督教女青年會
east:814877.0, north:828964.0, Recycling Organisations and Collection Points: Food For Good Tuen Mun Community Kitchen, 回收機構及收集點： 齊惜福屯門社區廚房
east:838137.0, north:813144.0, Pier Cafe, 碧雅亭
east:835554.5, north:819579.5, 5% CAFE, 5% CAFE
east:835512.0, north:810520.0, Boardwalk Cafe, 美食舫
east:834754.0, north:815418.0, Cafe & Bar, 
east:835725.0, north:810365.0, Cafe Ocean, 海洋冰室
east:833974.7, north:816093.4, CECILIA CAFE, CECILIA CAFE
east:835540.5, north:819574.7, COMMA CAFE, 逗號咖啡室
east:835553.9, north:819579.5, DOUBLE CAFE, 孖啡
east:835614.7, north:819548.2, L CAFE', L CAFE'
east:840983.0, north:829986.0, MOS Cafe, 鞍山茶座
east:836213.0, north:811821.0, Panda Cafe, 大熊貓餐廳
east:835660.1, north:817551.2, PEACE CAFE, PEACE CAFE
east:835614.9, north:819550.0, URBAN CAFE, URBAN CAFE
east:836953.9, north:815520.2, Y.M. CAFE, Y.M. CAFE
east:835524.4, north:820301.7, H & B CAFE, H & B CAFE
east:835653.72756869, north:819621.12283279, LIVE CAFE RHYTHM, LIVE CAFE RHYTHM
east:837347.1, north:818963.0, M8 CAFE & PUB, M8 CAFE & PUB
east:835738.0, north:819930.3, STATION 3 CAFE, 第三站
east:835554.6, north:819580.1, WONDER GARDEN CAFE, WONDER GARDEN CAFE
east:838414.0, north:828740.0, Cafe de Coral Centre, 大家樂中心
east:833736.23305445, north:822268.65068359, Holy Cafe Training Centre, 喜樂餐飲教室
east:837138.0, north:835424.0, Cafe de Coral Central Processing Plant 1, 大家樂中央產製1廠
east:837129.0, north:835517.0, Cafe de Coral Central Processing Plant 2, 大家樂中央產製2廠
east:833439.0, north:814683.0, Peak Cafe (Previous Name), 山頂餐廳 (前稱)
east:838967.8, north:832591.7, Wi-Fi.HK Hotspot Locations: 759 cafe (ID0001), Wi-Fi.HK 熱點位置: 759咖啡店 (ID0001)
east:838967.8, north:832592.8, Wi-Fi.HK Hotspot Locations: 759 cafe (ID0002), Wi-Fi.HK 熱點位置: 759咖啡店 (ID0002)
east:842401.0, north:819802.7, Wi-Fi.HK Hotspot Locations: Cafe De Coral - Po Tat, Wi-Fi.HK 熱點位置: 大家樂-秀茂寶達
east:841937.2, north:820100.4, Wi-Fi.HK Hotspot Locations: Cafe De Coral - Sau Mau Ping, Wi-Fi.HK 熱點位置: 大家樂-秀茂坪
east:836594.3, north:818356.1, Registered WiFi Access Points: Y5ZONE Limited (APID 08392), 已登記的WiFi 熱點: Y5ZONE Limited (APID 08392)
east:839811.7, north:816393.8, Registered WiFi Access Points: Hong Kong Telecommunications (HKT) Limited (APID 06194), 已登記的WiFi 熱點: Hong Kong Telecommunications (HKT) Limited (APID 06194)
east:835718.0, north:817422.0, Registered WiFi Access Points: HGC Global Communications Limited (APID 00855), 已登記的WiFi 熱點: 環球全域電訊有限公司 (APID 00855)
east:829197.3, north:824460.7, Registered WiFi Access Points: Hong Kong Telecommunications (HKT) Limited (APID 04728), 已登記的WiFi 熱點: Hong Kong Telecommunications (HKT) Limited (APID 04728)
east:819629.8, north:818535.8, Wi-Fi.HK Hotspot Locations: Discovery Bay Club Siena, Wi-Fi.HK 熱點位置: 愉景灣海澄湖畔會所
east:838192.78065398, north:821675.92493548, Registered WiFi Access Points: PCCW-HKT Telephone Limited (APID 07479), 已登記的WiFi 熱點: 香港電話有限公司 (APID 07479)
east:834312.9, north:815741.5, Registered WiFi Access Points: Hong Kong Telecommunications (HKT) Limited (APID 05142), 已登記的WiFi 熱點: Hong Kong Telecommunications (HKT) Limited (APID 05142)
east:834600.7, north:820298.7, Registered WiFi Access Points: Y5ZONE Limited (APID 08181), 已登記的WiFi 熱點: Y5ZONE Limited (APID 08181)
east:836593.26484253, north:818441.58230958, Registered WiFi Access Points: Y5ZONE Limited (APID 08396), 已登記的WiFi 熱點: Y5ZONE Limited (APID 08396)
east:835473.8, north:817465.1, Registered WiFi Access Points: PCCW-HKT Telephone Limited (APID 07687), 已登記的WiFi 熱點: 香港電話有限公司 (APID 07687)
east:834840.0, north:815757.0, Registered WiFi Access Points: Hong Kong Telecommunications (HKT) Limited (APID 05250), 已登記的WiFi 熱點: Hong Kong Telecommunications (HKT) Limited (APID 05250)
east:838990.3, north:832583.9, Registered WiFi Access Points: Hong Kong Telecommunications (HKT) Limited (APID 06694), 已登記的WiFi 熱點: Hong Kong Telecommunications (HKT) Limited (APID 06694)
east:837686.8, north:820437.4, Registered WiFi Access Points: HGC Global Communications Limited (APID 01177), 已登記的WiFi 熱點: 環球全域電訊有限公司 (APID 01177)
east:839526.0, north:816962.0, Registered WiFi Access Points: HGC Global Communications Limited (APID 01363), 已登記的WiFi 熱點: 環球全域電訊有限公司 (APID 01363)
east:834152.0, north:822126.0, Registered WiFi Access Points: Hong Kong Telecommunications (HKT) Limited (APID 05111), 已登記的WiFi 熱點: Hong Kong Telecommunications (HKT) Limited (APID 05111)
east:836881.4, north:821891.7, Registered WiFi Access Points: Y5ZONE Limited (APID 08425), 已登記的WiFi 熱點: Y5ZONE Limited (APID 08425)
east:826117.0, north:831784.0, Sky Oasis, 溱璽
east:812005.4476, north:819965.13424, FIRST SKY STREET, 航天城第一街
east:812040.53786, north:819862.25299, SECOND SKY STREET, 航天城第二街
east:812016.70583, north:819499.61588, SKY CITY INTERCHANGE, 航天城交匯處
east:811606.91445, north:820220.37403, SKY CITY ROAD, 航天城路
east:811492.17275, north:819816.00206, SKY PLAZA ROAD, 翔天路
east:812032.16742, north:819661.08358, THIRD SKY STREET, 航天城第三街
east:836711.1, north:826893.1, SKY ONE, SKY ONE
east:836745.0, north:826923.0, Sky One House A, 
east:836739.0, north:826915.0, Sky One House B, 
east:836734.0, north:826906.0, Sky One House C, 
east:836725.0, north:826898.0, Sky One House D, 
east:835010.0, north:814461.0, Sky Court Block 1, 摘星閣第1座
east:834969.0, north:814475.0, Sky Court Block 10, 摘星閣第10座
east:834979.0, north:814477.0, Sky Court Block 11, 摘星閣第11座
east:835001.0, north:814457.0, Sky Court Block 2, 摘星閣第2座
east:834994.0, north:814455.0, Sky Court Block 3, 摘星閣第3座
east:834977.0, north:814452.0, Sky Court Block 4, 摘星閣第4座
east:834970.0, north:814450.0, Sky Court Block 5, 摘星閣第5座
east:834960.0, north:814448.0, Sky Court Block 6, 摘星閣第6座
east:834953.0, north:814448.0, Sky Court Block 7, 摘星閣第7座
east:834947.0, north:814473.0, Sky Court Block 8, 摘星閣第8座
east:834957.0, north:814473.0, Sky Court Block 9, 摘星閣第9座
east:838287.0, north:816381.0, Sky Horizon Tower 1, 海天峰1座
east:838280.0, north:816344.0, Sky Horizon Tower 2, 海天峰2座
east:837595.0, north:820475.0, Sky Tower Tower 1, 傲雲峰第一座
east:837608.0, north:820504.0, Sky Tower Tower 2, 傲雲峰第二座
east:837647.0, north:820521.0, Sky Tower Tower 3, 傲雲峰第三座
east:837676.0, north:820508.0, Sky Tower Tower 5, 傲雲峰第五座
east:837705.0, north:820495.0, Sky Tower Tower 6, 傲雲峰第六座
east:837734.0, north:820481.0, Sky Tower Tower 7, 傲雲峰第七座
east:812177.00851, north:819963.768309999, SKY CITY ROAD EAST, 航天城東路
east:811635.31858, north:819464.394130001, SKY PLAZA ROAD CENTRAL, 翔天中路
east:811709.25758, north:819433.80882, SKY PLAZA ROAD SOUTH, 翔天南路
east:842468.0, north:817039.0, Harbour Sky, 海迪中心
east:836702.0, north:826908.0, SKY ONE, 雲頂峰
east:834819.9, north:818290.0, SKY CLUB, 摩天會所
east:834973.0, north:814465.0, SKY COURT, 摘星閣
east:844747.0, north:818727.0, Sky Diamond, 天鑽海
east:836164.0, north:820666.0, Sky Garden, 
east:838290.0, north:816361.0, SKY HORIZON, 海天峰
east:835802.93502781, north:817735.36163731, SKY INN, 天一酒店
east:812913.94142209, north:817496.3674902, SKY LINK, SKY LINK
east:838455.0, north:816553.0, Sky Scraper, 摩天大廈
east:846437.0, north:827486.0, Sky Tower, 天寓
east:837644.0, north:820484.0, Sky Tower, 傲雲峰
east:845615.0, north:817199.0, Sea To Sky, 
east:834725.0, north:819615.0, GH - the sky, 嘉禾 - the sky
east:818404.0, north:836142.0, One Sky Mall, 天一商城
east:835771.4, north:818224.3, BLUE SKY PUB, BLUE SKY PUB
east:838137.0, north:813144.0, Pier Cafe, 碧雅亭
east:834983.4, north:815374.3, 港島香格里拉, ISLAND SHANGRI-LA, HONG KONG
east:835554.5, north:819579.5, 5% CAFE, 5% CAFE
east:835512.0, north:810520.0, Boardwalk Cafe, 美食舫
east:834754.0, north:815418.0, Cafe & Bar, 
east:835725.0, north:810365.0, Cafe Ocean, 海洋冰室
east:833974.7, north:816093.4, CECILIA CAFE, CECILIA CAFE
east:835540.5, north:819574.7, COMMA CAFE, 逗號咖啡室
east:835553.9, north:819579.5, DOUBLE CAFE, 孖啡
east:835614.7, north:819548.2, L CAFE', L CAFE'
east:840983.0, north:829986.0, MOS Cafe, 鞍山茶座
east:836213.0, north:811821.0, Panda Cafe, 大熊貓餐廳
east:835660.1, north:817551.2, PEACE CAFE, PEACE CAFE
east:835614.9, north:819550.0, URBAN CAFE, URBAN CAFE
east:836953.9, north:815520.2, Y.M. CAFE, Y.M. CAFE
east:835524.4, north:820301.7, H & B CAFE, H & B CAFE
east:835653.72756869, north:819621.12283279, LIVE CAFE RHYTHM, LIVE CAFE RHYTHM
east:837347.1, north:818963.0, M8 CAFE & PUB, M8 CAFE & PUB
east:835738.0, north:819930.3, STATION 3 CAFE, 第三站
east:835554.6, north:819580.1, WONDER GARDEN CAFE, WONDER GARDEN CAFE
east:838414.0, north:828740.0, Cafe de Coral Centre, 大家樂中心
east:833736.23305445, north:822268.65068359, Holy Cafe Training Centre, 喜樂餐飲教室
east:855755.0, north:819530.0, Basalt Island, 火石洲
east:843850.0, north:805180.0, Beaufort Island, 螺洲
east:854180.0, north:820190.0, Bluff Island, 沙塘口山
east:840930.0, north:833330.0, Centre Island, 丫洲
east:858365.0, north:824980.0, Conic Island, 飯甑洲
east:850580.0, north:843048.0, Crescent Island, 娥眉洲
east:848443.0, north:844702.0, Crooked Island, 吉澳
east:849900.0, north:841490.0, Double Island, 往灣洲
east:852147.0, north:837696.0, Flat Island, 銀洲
east:855200.0, north:837500.0, Grass Island, 塔門
east:829680.0, north:816230.0, Green Island, 青洲
east:854592.0, north:823802.0, High Island, 糧船灣
east:844130.0, north:809840.0, Island Bay, 香島灣
east:808345.0, north:809775.0, Islands District, 離島區
east:837584.10565, north:810975.22046, ISLAND ROAD, 香島道
east:851460.0, north:821645.0, Jin Island, 吊鐘洲
east:836869.498, north:816174.557, Kellett Island, 奇力島
east:830800.0, north:807700.0, Lamma Island, 南丫島
east:811100.0, north:813350.0, Lantau Island, 大嶼山
east:832420.0, north:811620.0, Magazine Island, 火藥洲
east:837220.0, north:810640.0, Middle Island, 熨波洲
east:816995.0, north:825135.0, Pearl Island, 龍珠島
east:855000.0, north:840100.0, Port Island, 赤洲
east:837140.0, north:808550.0, Round Island, 銀洲
east:852070.0, north:844630.0, Round Island, 白沙洲
east:848360.0, north:825090.0, Sharp Island, 橋咀洲
east:848620.0, north:820910.0, Shelter Island, 牛尾洲
east:808990.0, north:804070.0, Soko Islands, 索罟群島
east:837466.0, north:828020.0, Ville De Jardin Club de Jardin, 
east:837425.0, north:827978.0, Ville De Jardin A1, 沙田渣甸山花園A1
east:837492.0, north:827976.0, Ville De Jardin A10, 沙田渣甸山花園A10
east:837496.0, north:827992.0, Ville De Jardin A11, 沙田渣甸山花園A11
east:837496.0, north:827997.0, Ville De Jardin A12, 沙田渣甸山花園A12
east:837495.0, north:828006.0, Ville De Jardin A13, 沙田渣甸山花園A13
east:837495.0, north:828012.0, Ville De Jardin A14, 沙田渣甸山花園A14
east:837496.0, north:828029.0, Ville De Jardin A15, 沙田渣甸山花園A15
east:837490.0, north:828035.0, Ville De Jardin A16, 沙田渣甸山花園A16
east:837484.0, north:828039.0, Ville De Jardin A17, 沙田渣甸山花園A17
east:837476.0, north:828042.0, Ville De Jardin A18, 沙田渣甸山花園A18
east:837433.0, north:827966.0, Ville De Jardin A2, 沙田渣甸山花園A2
east:837440.0, north:827965.0, Ville De Jardin A3, 沙田渣甸山花園A3
east:837447.0, north:827965.0, Ville De Jardin A4, 沙田渣甸山花園A4
east:837455.0, north:827964.0, Ville De Jardin A5, 沙田渣甸山花園A5
east:837463.0, north:827964.0, Ville De Jardin A6, 沙田渣甸山花園A6
east:837469.0, north:827964.0, Ville De Jardin A7, 沙田渣甸山花園A7
east:837478.0, north:827964.0, Ville De Jardin A8, 沙田渣甸山花園A8
east:837485.0, north:827967.0, Ville De Jardin A9, 沙田渣甸山花園A9
east:837470.0, north:828044.0, Ville De Jardin B1, 沙田渣甸山花園B1
east:837429.0, north:828054.0, Ville De Jardin B10, 沙田渣甸山花園B10
east:837466.0, north:828045.0, Ville De Jardin B2, 沙田渣甸山花園B2
east:837461.0, north:828046.0, Ville De Jardin B3, 沙田渣甸山花園B3
east:837456.0, north:828048.0, Ville De Jardin B4, 沙田渣甸山花園B4
east:837451.0, north:828049.0, Ville De Jardin B5, 沙田渣甸山花園B5
east:837447.0, north:828048.0, Ville De Jardin B6, 沙田渣甸山花園B6
east:837443.0, north:828051.0, Ville De Jardin B7, 沙田渣甸山花園B7
east:837438.0, north:828050.0, Ville De Jardin B8, 沙田渣甸山花園B8
east:837434.0, north:828051.0, Ville De Jardin B9, 沙田渣甸山花園B9
east:837431.0, north:828033.0, Ville De Jardin C1, 沙田渣甸山花園C1
